0.3289976,0.2772193,-0.11245601,-0.2549057,-0.16185462,-0.17514345,0.25234026,-0.14601356,0.24491459,-0.19911046,-0.17838165,-0.2149834,0.1515442,0.16118683,0.27848405,0.245343,-0.105650134,-0.20242435,0.28404307,0.048142064,-0.19152579,-0.3098538,0.2081987,-0.0147133805,0.0638662,-0.005199681,0.22408693,0.3068211,-0.246767,0.098560266,0.15777414,0.24619474,0.09918076,-0.23312092,0.105367675,0.2529998,0.28910366,-0.17143479,0.16538143,0.24502839,0.22031766,0.1686585,-0.20463614,-0.22105937,0.3246439,-0.21752648,-0.04921498,-0.1722544,-0.19950347,0.25963318,
0.055130508,0.052959614,-0.0269985,-0.04926374,-0.03459515,-0.054471496,0.045200124,-0.029079901,0.05019403,-0.04217018,-0.037496626,-0.05205993,0.038606036,0.042055517,0.07203408,0.05421374,-0.02087898,-0.048513554,0.051897887,0.0106479125,-0.04574787,-0.054101683,0.037645556,-0.0034140167,0.013057645,0.0018204802,0.051557958,0.037901994,-0.06265675,0.027932756,0.048446532,0.053901915,0.024400616,-0.040258043,0.017911792,0.076876804,0.055004712,-0.038772333,0.033729192,0.060526557,0.047758944,0.046027742,-0.058106158,-0.042267635,0.053484924,-0.047105875,-0.01750955,-0.041707378,-0.044583105,0.05469778,
0.27343467,0.1923314,-0.09517706,-0.18532254,-0.11916131,-0.13346341,0.18762663,-0.10116488,0.19954659,-0.1313355,-0.13253623,-0.1570914,0.12416501,0.13161567,0.21980865,0.1715601,-0.104854986,-0.1425379,0.25029466,0.050051786,-0.1401643,-0.25601774,0.16689678,-0.0078547895,0.035134446,0.0023859008,0.16786927,0.2213269,-0.21687774,0.06603235,0.12548028,0.19442521,0.090470865,-0.14832558,0.07113185,0.21767977,0.18479314,-0.13956293,0.1531026,0.1975411,0.18106388,0.13006142,-0.1607255,-0.16923009,0.23912135,-0.15929426,-0.012242546,-0.13545924,-0.13590986,0.24738291,
0.0934851,0.08924145,-0.03677526,-0.07793607,-0.049976747,-0.06678652,0.072867885,-0.049342174,0.07686007,-0.052812558,-0.06082198,-0.0689919,0.060867865,0.054441743,0.09634891,0.076866664,-0.03592278,-0.07053366,0.08560405,0.021652473,-0.070176095,-0.088659346,0.06278782,-0.0030835597,0.018584883,-0.0035638663,0.07542309,0.07754937,-0.08457419,0.033021096,0.0653269,0.071845554,0.036128044,-0.071887255,0.029506523,0.09868753,0.08103018,-0.064040534,0.04983504,0.086810604,0.07002663,0.05222294,-0.07978066,-0.069528066,0.088326454,-0.06416558,-0.013826341,-0.059166253,-0.06335585,0.08954336,
0.32527238,0.30798724,-0.08989986,-0.26487774,-0.15947114,-0.16442193,0.26203656,-0.17135495,0.23439546,-0.19754252,-0.17866784,-0.2095016,0.14433993,0.17551398,0.29044142,0.25946835,-0.07997018,-0.2243826,0.29843867,0.050446793,-0.20627269,-0.3116916,0.24525823,-0.0064651533,0.06715751,0.0004060902,0.2211052,0.29546338,-0.24758545,0.09438216,0.15708643,0.25628206,0.11254381,-0.25007236,0.10913891,0.2872612,0.29810587,-0.16791344,0.15272507,0.25352305,0.21876112,0.1727024,-0.22180496,-0.23218228,0.33070937,-0.20809893,-0.033318315,-0.17236345,-0.20322219,0.2594787,
0.14000112,0.12797593,-0.04241281,-0.11909681,-0.08020775,-0.08116985,0.11191133,-0.07450876,0.10466777,-0.08680995,-0.08292123,-0.097315386,0.0731261,0.073152445,0.13315539,0.10951273,-0.038112268,-0.100140296,0.12349461,0.01924483,-0.09480827,-0.13392895,0.09531519,-0.0052924813,0.0322468,0.0016441896,0.1006145,0.124477684,-0.10909417,0.049654055,0.07524276,0.111430585,0.04972456,-0.10510788,0.051108114,0.12559246,0.12973356,-0.08837036,0.06696671,0.10653506,0.09294217,0.07444932,-0.09673502,-0.0993817,0.12976792,-0.09702548,-0.02331159,-0.0794717,-0.086128816,0.11385674,
0.20860578,0.18872768,-0.06085333,-0.17543009,-0.11253276,-0.11361001,0.16569471,-0.10425393,0.15449347,-0.12264463,-0.12379858,-0.14099094,0.10174831,0.104865685,0.18728672,0.165557,-0.05894816,-0.14374782,0.18448824,0.029368842,-0.13324843,-0.20285216,0.13857824,-0.0056901784,0.04536543,0.002948258,0.1494398,0.18783733,-0.16298911,0.06944746,0.108110994,0.15942466,0.06843403,-0.15024465,0.07197886,0.1759449,0.19040889,-0.117794976,0.10267159,0.16164063,0.14073336,0.10938286,-0.1370131,-0.14268462,0.20222187,-0.14391714,-0.028086135,-0.11085868,-0.12848033,0.17077203,
0.06726783,0.075923815,-0.031197486,-0.05320516,-0.044353105,-0.05684224,0.05276406,-0.044553526,0.058673482,-0.0349515,-0.040102188,-0.06062119,0.04691119,0.044318873,0.087621264,0.06712957,-0.03386819,-0.063766204,0.07239749,0.017807966,-0.052691307,-0.070249245,0.0538551,-0.0030234514,0.026684249,0.00559794,0.058980692,0.052469794,-0.07886136,0.018221987,0.051069796,0.05513845,0.038961142,-0.05284711,0.017251633,0.102219835,0.064465664,-0.06596322,0.035696987,0.06734668,0.05260948,0.036149833,-0.054737836,-0.056152623,0.071420416,-0.03814945,-0.00557903,-0.046780195,-0.051419254,0.060242485,
0.24894752,0.23571612,-0.04766084,-0.19385189,-0.13051741,-0.111604586,0.15465878,-0.112961195,0.1613401,-0.14020695,-0.17430119,-0.11344758,0.12826209,0.099165305,0.19831224,0.19990912,-0.095002286,-0.16668047,0.22238502,0.06053556,-0.14896838,-0.26069376,0.1643486,-0.0077555254,0.038210195,-0.008149951,0.17955379,0.1996717,-0.20968173,0.032874733,0.12671125,0.14702761,0.07151864,-0.16994563,0.06347024,0.19507425,0.1983367,-0.12460229,0.09026593,0.22062007,0.12386434,0.09792725,-0.17130825,-0.125325,0.22544332,-0.14602682,0.0010538655,-0.10161558,-0.13519078,0.18943402,
0.041435715,0.049756348,-0.024353007,-0.041624174,-0.023953736,-0.04607644,0.04084106,-0.03142927,0.045605194,-0.029524844,-0.022927132,-0.034041815,0.029548304,0.02927042,0.05578743,0.036586426,-0.00470463,-0.047889285,0.063629135,0.0053782593,-0.033757195,-0.040344678,0.04223907,-0.0009968827,0.011797345,0.0015090416,0.038225133,0.036886796,-0.053402957,0.021080464,0.034625683,0.043145973,0.024013074,-0.033373453,0.01860613,0.06603509,0.035253953,-0.035401355,0.03036608,0.044982757,0.033768788,0.022072803,-0.044673596,-0.034639534,0.04324991,-0.038580947,-0.0048475126,-0.038659,-0.034972716,0.038440093,
